variant,Totalvalue,Vrijstand,waterPieces,waterarea
60,23266991.96,279.6097722,3,"[2209, 1453, 15538]"
60,23266932.27,274.9946573,3,"[15600, 693, 2907]"
60,23266850.1,269.0781756,2,"[12362, 6838]"
60,23266802.93,284.5405675,4,"[1482, 17618, 97, 3]"
60,23266640.79,273.8531341,2,"[4732, 14468]"
60,23266375.17,278.465465,1,[19200]
60,23266145.15,283.3913082,3,"[16679, 2233, 288]"
60,23265841.05,286.3858981,1,[19200]
60,23265448.21,270.6415929,2,"[13127, 6073]"
60,23265151.08,286.7759243,3,"[12360, 1371, 5469]"
60,23264779.64,271.4969202,2,"[6217, 12983]"
60,23264654.85,286.8117421,3,"[15549, 2993, 658]"
60,23263987.06,281.3572234,1,[19200]
60,23263608.38,277.5519877,3,"[997, 18186, 17]"
60,23262997.25,283.6922478,3,"[2186, 3116, 13898]"
60,23262102.18,278.7334411,1,[19200]
60,23262084.37,290.7063593,2,"[5400, 13800]"
60,23262077.31,281.2087917,3,"[17679, 778, 743]"
60,23261715.6,286.0706909,1,[19200]
60,23261337.85,274.5912486,3,"[12365, 169, 6666]"
60,23261275.41,290.3374628,4,"[8720, 3634, 4381, 2465]"
60,23260905.5,262.4616881,1,[19200]
60,23260845.32,274.9551955,4,"[353, 4124, 6048, 8675]"
60,23260495.67,289.8398438,1,[19200]
60,23260169.6,277.5656115,3,"[9583, 8353, 1264]"
60,23259583.89,269.8773585,3,"[15756, 2017, 1427]"
60,23259318.35,288.1306411,1,[19200]
60,23259314.6,285.1970171,4,"[14067, 3519, 1510, 104]"
60,23259223.88,274.512603,3,"[14594, 2113, 2493]"
60,23258996.23,267.7643024,1,[19200]
60,23258180.97,278.7148681,3,"[14303, 253, 4644]"
60,23258178.68,275.9472595,3,"[7522, 7068, 4610]"
60,23257987.32,285.3130482,1,[19200]
60,23257929.31,268.8275852,3,"[13486, 855, 4859]"
60,23257350.53,281.8900795,3,"[14717, 2074, 2409]"
60,23257233.15,279.2564287,1,[19200]
60,23257127.8,276.1145658,3,"[5898, 4807, 8495]"
60,23256811.01,278.4324805,4,"[18500, 122, 277, 301]"
60,23256509.07,273.5402948,1,[19200]
60,23256285.43,281.0054948,4,"[14563, 305, 2050, 2282]"
60,23256216.86,278.8479162,2,"[2634, 16566]"
60,23256173.34,278.2000194,1,[19200]
60,23256120.72,276.7589932,4,"[10083, 8165, 537, 415]"
60,23256036.44,268.4533673,1,[19200]
60,23255932.68,282.8278416,3,"[7626, 2163, 9411]"
60,23255814.23,277.2722783,3,"[6467, 2006, 10727]"
60,23255803.43,280.2837921,3,"[9737, 4354, 5109]"
60,23255580.73,266.2586804,2,"[3481, 15719]"
60,23255399.79,276.5933866,1,[19200]
60,23254894.23,279.1732099,2,"[14040, 5160]"
60,23254736.62,268.56127,4,"[5906, 3437, 1391, 8466]"
60,23254710.28,279.6987305,4,"[1482, 17595, 58, 65]"
60,23254569.12,267.8010254,3,"[2462, 1211, 15527]"
60,23254412.73,287.2967581,3,"[6163, 8300, 4737]"
60,23253697.18,276.5423846,2,"[18142, 1058]"
60,23253556.76,282.3839243,3,"[18150, 663, 387]"
60,23253441.8,276.1212891,4,"[8137, 10678, 190, 195]"
60,23253367.56,282.9358387,1,[19200]
60,23253185.76,271.2321246,2,"[13310, 5890]"
60,23252463.93,288.5828031,3,"[19134, 18, 48]"
60,23252036.24,283.4426112,1,[19200]
60,23251717.91,277.3259454,4,"[16430, 1317, 1253, 200]"
60,23251626.41,270.0970465,2,"[6819, 12381]"
60,23251535.2,282.4990562,2,"[14062, 5138]"
60,23251227.62,284.8115388,2,"[2044, 17156]"
60,23251194.56,288.8441871,2,"[15475, 3725]"
60,23250556.19,277.4083042,2,"[739, 18461]"
60,23250418.16,289.8327308,2,"[12440, 6760]"
60,23249732.07,277.3458571,3,"[4158, 736, 14306]"
60,23249251.21,279.1263705,1,[19200]
60,23249132.57,274.0226821,1,[19200]
60,23247803.24,270.988389,1,[19200]
60,23247361.22,282.5475116,4,"[12085, 2342, 4311, 462]"
60,23247342.98,278.8145496,4,"[9630, 4576, 3643, 1351]"
60,23247173.92,276.9561687,3,"[10856, 105, 8239]"
60,23247053.14,291.1750875,1,[19200]
60,23246450.97,267.4981141,1,[19200]
60,23246149.7,282.4706203,3,"[2843, 680, 15677]"
60,23246021.32,265.081109,1,[19200]
60,23245911.29,275.4266312,1,[19200]
60,23245543.69,281.9826396,2,"[14898, 4302]"
60,23245030.9,277.7136058,3,"[9350, 3102, 6748]"
60,23244990.57,268.9848212,4,"[3666, 6046, 6029, 3459]"
60,23244942.15,275.0353197,2,"[8938, 10262]"
60,23244913.25,278.4590106,4,"[7186, 4392, 2133, 5489]"
60,23244809.3,286.2049668,2,"[17437, 1763]"
60,23244707.74,267.1899081,4,"[1709, 1275, 3688, 12528]"
60,23244451.45,263.7707986,1,[19200]
60,23244448.17,271.2169906,3,"[3364, 1648, 14188]"
60,23244210.28,273.832002,4,"[14184, 2184, 508, 2324]"
60,23244196.18,285.5732994,2,"[4887, 14313]"
60,23243171.16,286.1463634,3,"[17239, 1817, 144]"
60,23242248.81,273.0355339,3,"[17275, 406, 1519]"
60,23241680.78,285.5351367,3,"[3694, 1558, 13948]"
60,23241647.97,290.7758605,4,"[11982, 4140, 2246, 832]"
60,23241594.28,277.0101253,3,"[7495, 8994, 2711]"
60,23241178.13,284.160354,1,[19200]
60,23241002.73,271.3593905,1,[19200]
60,23240910.88,289.4042078,2,"[17410, 1790]"
60,23240849.94,277.0372502,1,[19200]
60,23240789.02,277.4385945,3,"[17498, 1167, 535]"
60,23240642.02,266.435283,2,"[11601, 7599]"
60,23240577.78,276.6500032,4,"[15729, 1629, 619, 1223]"
